Date,AGG,VNQ
2021-07-29,116.3,106.15
2021-07-30,116.46,106.29
2021-08-02,116.54,106.06
2021-08-03,116.58,106.19
2021-08-04,116.57,105.86
2021-08-05,116.31,107.1
2021-08-06,115.79,106.91
2021-08-09,115.58,106.34
2021-08-10,115.43,105.33
2021-08-11,115.54,105.95
2021-08-12,115.55,106.18
2021-08-13,115.97,106.76
2021-08-16,116.03,106.63
2021-08-17,115.94,106.52
2021-08-18,115.95,105.55
2021-08-19,116.15,106.06
2021-08-20,116.16,106.59
2021-08-23,116.16,106.39
2021-08-24,115.99,105.92
2021-08-25,115.77,105.85
2021-08-26,115.78,105.89
2021-08-27,116.1,107.0
2021-08-30,116.23,108.07
2021-08-31,116.06,108.58
2021-09-01,115.93,110.32
2021-09-02,116.05,110.9
2021-09-03,115.85,110.92
2021-09-07,115.54,109.67
2021-09-08,115.73,110.22
2021-09-09,116.1,107.98
2021-09-10,115.87,106.4
2021-09-13,116.02,107.12
2021-09-14,116.28,106.93
2021-09-15,116.17,107.27
2021-09-16,115.97,107.36
2021-09-17,115.87,106.4
2021-09-20,116.09,105.75
2021-09-21,116.14,105.8
2021-09-22,116.18,106.83
2021-09-23,115.61,106.62
2021-09-24,115.41,104.83
2021-09-27,115.25,103.42
2021-09-28,114.77,102.72
2021-09-29,114.85,103.49
2021-09-30,114.83,101.78
2021-10-01,115.0,103.22
2021-10-04,114.92,103.24
2021-10-05,114.65,102.53
2021-10-06,114.7,103.51
2021-10-07,114.38,103.79
2021-10-08,114.13,102.81
2021-10-11,113.95,103.07
2021-10-12,114.37,104.42
2021-10-13,114.63,105.18
2021-10-14,114.85,106.46
2021-10-15,114.57,106.38
2021-10-18,114.49,106.65
2021-10-19,114.16,106.7
2021-10-20,114.08,108.38
2021-10-21,113.84,108.53
2021-10-22,114.06,109.04
2021-10-25,114.17,109.39
2021-10-26,114.38,109.69
2021-10-27,114.76,108.76
2021-10-28,114.67,110.28
2021-10-29,114.64,109.04
2021-11-01,114.39,109.58
2021-11-02,114.62,110.1
2021-11-03,114.39,110.47
2021-11-04,114.77,109.42
2021-11-05,115.22,109.98
2021-11-08,115.01,109.89
2021-11-09,115.33,110.08
2021-11-10,114.55,109.57
2021-11-11,114.34,109.75
2021-11-12,114.32,109.67
2021-11-15,113.9,110.44
2021-11-16,113.86,109.71
2021-11-17,114.13,110.05
2021-11-18,114.23,110.07
2021-11-19,114.45,109.42
2021-11-22,113.9,108.88
2021-11-23,113.45,109.76
2021-11-24,113.71,111.09
2021-11-26,114.52,108.0
2021-11-29,114.58,108.8
2021-11-30,114.77,106.74
2021-12-01,114.63,104.98
2021-12-02,114.61,108.13
2021-12-03,115.07,107.77
2021-12-06,114.67,109.66
2021-12-07,114.49,111.24
2021-12-08,114.19,112.04
2021-12-09,114.2,110.42
2021-12-10,114.23,110.76
2021-12-13,114.63,111.8
2021-12-14,114.41,110.37
2021-12-15,114.32,111.92
2021-12-16,114.36,111.88
2021-12-17,114.5,111.74
2021-12-20,114.33,110.87
2021-12-21,114.24,112.12
2021-12-22,114.34,113.27
2021-12-23,114.2,113.15
2021-12-27,114.26,114.0
2021-12-28,114.21,114.42
2021-12-29,113.87,115.19
2021-12-30,114.12,115.69
2021-12-31,114.08,116.01
2022-01-03,113.3,115.1
2022-01-04,113.29,114.96
2022-01-05,112.94,111.67
2022-01-06,112.82,111.77
2022-01-07,112.49,111.03
2022-01-10,112.39,110.39
2022-01-11,112.6,110.56
2022-01-12,112.6,110.69
2022-01-13,112.8,110.47
2022-01-14,112.17,109.47
2022-01-18,111.49,108.32
2022-01-19,111.73,106.86
2022-01-20,111.79,105.49
2022-01-21,112.23,105.23
2022-01-24,112.1,105.43
2022-01-25,111.99,105.01
2022-01-26,111.36,103.37
2022-01-27,111.73,101.66
2022-01-28,111.81,104.95
2022-01-31,111.8,106.24
2022-02-01,111.6,105.86
2022-02-02,111.72,107.21
2022-02-03,111.27,106.07
2022-02-04,110.57,105.02
2022-02-07,110.67,104.87
2022-02-08,110.33,104.38
2022-02-09,110.4,106.74
2022-02-10,109.38,104.22
2022-02-11,110.1,103.27
2022-02-14,109.46,102.33
2022-02-15,109.28,103.25
2022-02-16,109.41,103.73
2022-02-17,109.64,102.63
2022-02-18,109.87,102.01
2022-02-22,109.75,101.64
2022-02-23,109.26,99.96
2022-02-24,109.46,101.64
2022-02-25,109.57,104.09
2022-02-28,110.36,102.54
2022-03-01,110.82,102.0
2022-03-02,109.49,103.91
2022-03-03,109.86,104.76
2022-03-04,110.3,105.24
2022-03-07,109.66,103.16
2022-03-08,109.27,102.66
2022-03-09,109.04,104.24
2022-03-10,108.43,104.5
2022-03-11,108.41,103.67
2022-03-14,107.36,102.86
2022-03-15,107.6,103.55
2022-03-16,107.68,104.78
2022-03-17,107.86,106.4
2022-03-18,108.1,106.4
2022-03-21,107.04,105.75
2022-03-22,106.75,106.02
2022-03-23,107.19,104.26
2022-03-24,106.95,104.92
2022-03-25,106.1,106.23
2022-03-28,106.36,107.36
2022-03-29,106.86,110.51
2022-03-30,107.15,109.71
2022-03-31,107.1,108.37
2022-04-01,106.75,110.48
2022-04-04,106.84,109.94
2022-04-05,105.76,109.4
2022-04-06,105.49,110.7
2022-04-07,105.26,109.6
2022-04-08,104.73,109.78
2022-04-11,104.28,108.6
2022-04-12,104.61,108.44
2022-04-13,104.82,109.21
2022-04-14,103.97,108.74
2022-04-18,103.65,108.3
2022-04-19,103.02,110.66
2022-04-20,103.61,112.5
2022-04-21,103.04,111.72
2022-04-22,102.94,109.76
2022-04-25,103.63,109.48
2022-04-26,103.95,107.68
2022-04-27,103.53,106.97
2022-04-28,103.49,108.94
2022-04-29,102.87,103.94
2022-05-02,102.13,101.43
2022-05-03,102.36,102.69
2022-05-04,103.02,103.87
2022-05-05,102.0,101.1
2022-05-06,101.57,99.9
2022-05-09,102.07,95.5
2022-05-10,102.38,93.76
2022-05-11,102.76,93.56
2022-05-12,102.95,94.29
2022-05-13,102.51,96.78
2022-05-16,102.74,96.17
2022-05-17,102.18,97.48
2022-05-18,102.59,94.65
2022-05-19,102.85,94.23
2022-05-20,103.16,94.83
2022-05-23,102.82,95.93
2022-05-24,103.61,96.74
2022-05-25,104.04,97.56
2022-05-26,103.96,97.68
2022-05-27,104.13,100.3
2022-05-31,103.47,99.07
2022-06-01,102.86,98.25
2022-06-02,102.99,99.6
2022-06-03,102.82,98.27
2022-06-06,102.19,97.96
2022-06-07,102.58,99.31
2022-06-08,102.16,97.02
2022-06-09,102.05,94.72
2022-06-10,101.26,92.62
2022-06-13,99.6,87.99
2022-06-14,99.01,87.32
2022-06-15,100.11,89.39
2022-06-16,100.35,87.04
2022-06-17,100.34,87.7
2022-06-21,99.94,88.92
2022-06-22,100.79,90.05
2022-06-23,101.21,91.18
2022-06-24,101.05,93.12
2022-06-27,100.6,92.98
2022-06-28,100.64,91.85
2022-06-29,101.22,91.28
2022-06-30,101.68,91.11
2022-07-01,102.34,92.75
2022-07-05,102.53,92.49
2022-07-06,101.84,92.32
2022-07-07,101.61,92.57
2022-07-08,101.23,92.08
2022-07-11,101.7,91.88
2022-07-12,101.84,91.52
2022-07-13,102.21,91.08
2022-07-14,101.85,90.26
2022-07-15,102.25,91.79
2022-07-18,101.92,91.14
2022-07-19,101.78,93.5
2022-07-20,101.71,93.28
2022-07-21,102.56,94.02
2022-07-22,103.36,94.51
2022-07-25,102.98,94.67
2022-07-26,102.96,94.77
2022-07-27,103.32,95.34
2022-07-28,104.06,98.43
2022-07-29,104.07,98.96
2022-08-01,104.23,98.16
2022-08-02,103.16,96.9
2022-08-03,103.62,97.21
2022-08-04,103.87,97.06
2022-08-05,102.71,97.33
2022-08-08,103.18,98.2
2022-08-09,102.95,98.74
2022-08-10,103.21,100.24
2022-08-11,102.66,100.0
2022-08-12,103.12,101.72
2022-08-15,103.25,102.13
2022-08-16,103.1,101.86
2022-08-17,102.49,101.25
2022-08-18,102.71,100.58
2022-08-19,101.99,99.52
2022-08-22,101.55,97.35
2022-08-23,101.51,96.1
2022-08-24,101.24,96.65
2022-08-25,101.8,98.09
2022-08-26,101.61,95.62
2022-08-29,101.12,94.76
2022-08-30,101.25,93.45
2022-08-31,100.71,93.01
2022-09-01,100.07,93.18
2022-09-02,100.36,91.88
2022-09-06,99.42,92.71
2022-09-07,100.11,94.52
2022-09-08,99.79,94.78
2022-09-09,99.78,95.81
2022-09-12,99.63,96.74
2022-09-13,99.07,93.04
2022-09-14,99.2,91.98
2022-09-15,98.9,90.28
2022-09-16,98.83,90.29
2022-09-19,98.68,90.16
2022-09-20,98.24,87.97
2022-09-21,98.55,86.58
2022-09-22,97.5,85.48
2022-09-23,97.2,83.44
2022-09-26,95.95,81.1
2022-09-27,95.54,80.02
2022-09-28,97.08,81.68
2022-09-29,96.57,79.28
2022-09-30,96.34,80.17
2022-10-03,96.91,81.6
2022-10-04,97.17,83.25
2022-10-05,96.66,81.62
2022-10-06,96.28,79.35
2022-10-07,95.77,77.44
2022-10-10,95.34,76.71
2022-10-11,95.4,77.49
2022-10-12,95.48,76.68
2022-10-13,95.18,78.08
2022-10-14,94.66,76.14
2022-10-17,94.86,79.01
2022-10-18,95.02,79.87
2022-10-19,94.2,77.88
2022-10-20,93.63,77.54
2022-10-21,93.77,78.15
2022-10-24,93.64,78.14
2022-10-25,94.56,81.21
