Date,AGG,VNQ
2012-10-31,112.19,64.38
2012-11-01,111.8,64.69
2012-11-02,111.87,65.12
2012-11-05,112.06,64.69
2012-11-06,111.74,64.97
2012-11-07,112.0,64.68
2012-11-08,112.14,63.91
2012-11-09,112.08,63.74
2012-11-12,112.05,63.59
2012-11-13,112.25,63.54
2012-11-14,112.28,62.35
2012-11-15,112.17,62.06
2012-11-16,112.21,62.44
2012-11-19,112.29,63.21
2012-11-20,112.08,63.68
2012-11-21,111.89,63.57
2012-11-23,111.96,64.04
2012-11-26,112.0,64.17
2012-11-27,112.15,63.81
2012-11-28,112.17,63.73
2012-11-29,112.31,64.08
2012-11-30,112.25,64.21
2012-12-03,111.6,64.47
2012-12-04,111.67,64.57
2012-12-05,111.77,64.37
2012-12-06,111.76,64.97
2012-12-07,111.66,65.21
2012-12-10,111.68,65.18
2012-12-11,111.64,65.34
2012-12-12,111.33,65.16
2012-12-13,111.15,64.66
2012-12-14,111.35,64.65
2012-12-17,111.08,64.99
2012-12-18,110.82,65.66
2012-12-19,111.01,65.57
2012-12-20,111.02,66.43
2012-12-21,111.12,66.32
2012-12-24,111.13,65.61
2012-12-26,111.05,65.3
2012-12-27,111.11,65.54
2012-12-28,111.28,65.11
2012-12-31,111.08,65.8
2013-01-02,110.95,66.62
2013-01-03,110.67,66.61
2013-01-04,110.79,66.92
2013-01-07,110.73,67.07
2013-01-08,110.83,66.94
2013-01-09,110.75,67.13
2013-01-10,110.74,67.2
2013-01-11,110.85,67.16
2013-01-14,110.95,67.35
2013-01-15,110.98,67.67
2013-01-16,111.04,67.59
2013-01-17,110.8,67.8
2013-01-18,110.93,68.09
2013-01-22,110.87,68.44
2013-01-23,110.99,68.42
2013-01-24,110.84,68.56
2013-01-25,110.57,68.95
2013-01-28,110.41,69.13
2013-01-29,110.34,69.33
2013-01-30,110.29,68.67
2013-01-31,110.39,68.26
2013-02-01,109.94,68.66
2013-02-04,110.25,68.5
2013-02-05,110.02,68.34
2013-02-06,110.21,68.58
2013-02-07,110.25,68.29
2013-02-08,110.28,68.92
2013-02-11,110.17,69.02
2013-02-12,110.15,69.54
2013-02-13,110.04,69.5
2013-02-14,110.24,69.21
2013-02-15,110.25,69.24
2013-02-19,110.12,69.79
2013-02-20,110.19,69.34
2013-02-21,110.25,68.82
2013-02-22,110.31,69.51
2013-02-25,110.73,68.19
2013-02-26,110.7,68.66
2013-02-27,110.73,69.16
2013-02-28,110.83,69.09
2013-03-01,110.66,69.32
2013-03-04,110.58,69.84
2013-03-05,110.49,70.39
2013-03-06,110.37,70.18
2013-03-07,110.14,69.85
2013-03-08,109.82,69.97
2013-03-11,109.88,70.03
2013-03-12,110.08,69.77
2013-03-13,109.99,69.84
2013-03-14,110.11,70.28
2013-03-15,110.21,70.44
2013-03-18,110.31,70.05
2013-03-19,110.47,69.71
2013-03-20,110.35,69.93
2013-03-21,110.37,69.72
2013-03-22,110.41,69.55
2013-03-25,110.37,69.56
2013-03-26,110.5,70.16
2013-03-27,110.73,70.29
2013-03-28,110.73,70.53
2013-04-01,110.57,70.74
2013-04-02,110.45,70.96
2013-04-03,110.57,70.71
2013-04-04,110.88,71.86
2013-04-05,111.2,72.25
2013-04-08,111.01,72.83
2013-04-09,111.05,72.84
2013-04-10,110.82,73.29
2013-04-11,110.84,73.72
2013-04-12,111.2,73.9
2013-04-15,111.25,72.37
2013-04-16,111.25,73.57
2013-04-17,111.25,72.79
2013-04-18,111.23,72.68
2013-04-19,111.24,73.8
2013-04-22,111.38,73.7
2013-04-23,111.33,74.11
2013-04-24,111.31,74.27
2013-04-25,111.26,74.02
2013-04-26,111.49,73.78
2013-04-29,111.56,74.41
2013-04-30,111.54,75.28
2013-05-01,111.39,74.68
2013-05-02,111.4,75.17
2013-05-03,110.99,75.47
2013-05-06,110.81,75.86
2013-05-07,110.75,76.28
2013-05-08,110.85,76.32
2013-05-09,110.7,75.82
2013-05-10,110.48,76.1
2013-05-13,110.38,76.46
2013-05-14,110.12,76.74
2013-05-15,110.28,77.5
2013-05-16,110.58,77.1
2013-05-17,110.31,77.53
2013-05-20,110.2,77.71
2013-05-21,110.29,78.15
2013-05-22,109.92,76.25
2013-05-23,109.88,74.82
2013-05-24,109.88,74.63
2013-05-28,109.2,73.99
2013-05-29,109.35,72.42
2013-05-30,109.32,71.74
2013-05-31,109.11,70.78
2013-06-03,108.97,71.18
2013-06-04,108.73,70.19
2013-06-05,108.67,69.61
2013-06-06,108.95,70.73
2013-06-07,108.61,70.74
2013-06-10,108.39,70.13
2013-06-11,108.4,69.09
2013-06-12,108.22,68.15
2013-06-13,108.75,69.92
2013-06-14,108.78,70.18
2013-06-17,108.7,70.38
2013-06-18,108.66,70.74
2013-06-19,107.93,68.57
2013-06-20,107.21,65.72
2013-06-21,106.61,66.61
2013-06-24,106.18,65.68
2013-06-25,106.3,66.78
2013-06-26,106.75,67.79
2013-06-27,107.2,69.15
2013-06-28,107.21,68.72
2013-07-01,107.16,68.57
2013-07-02,107.16,69.62
2013-07-03,107.01,69.16
2013-07-05,105.84,68.83
2013-07-08,106.39,68.9
2013-07-09,106.5,69.88
2013-07-10,106.22,69.91
2013-07-11,106.93,71.6
2013-07-12,106.81,71.16
2013-07-15,107.04,71.46
2013-07-16,107.21,71.51
2013-07-17,107.44,71.77
2013-07-18,107.24,72.38
2013-07-19,107.52,72.33
2013-07-22,107.66,72.55
2013-07-23,107.6,72.47
2013-07-24,107.25,71.06
2013-07-25,107.29,71.17
2013-07-26,107.26,71.23
2013-07-29,107.26,70.7
2013-07-30,107.22,70.49
2013-07-31,107.3,69.34
2013-08-01,106.49,69.07
2013-08-02,106.85,68.73
2013-08-05,106.9,68.68
2013-08-06,106.79,68.44
2013-08-07,106.93,68.26
2013-08-08,107.08,68.29
2013-08-09,107.15,68.89
2013-08-12,107.08,68.4
2013-08-13,106.65,67.46
2013-08-14,106.51,67.2
2013-08-15,106.13,65.97
2013-08-16,105.83,64.35
2013-08-19,105.5,63.5
2013-08-20,105.81,64.94
2013-08-21,105.42,64.79
2013-08-22,105.55,65.18
2013-08-23,105.9,65.86
2013-08-26,106.09,65.67
2013-08-27,106.37,65.35
2013-08-28,106.17,64.95
2013-08-29,106.38,65.05
2013-08-30,106.21,64.5
2013-09-03,105.75,63.94
2013-09-04,105.6,64.49
2013-09-05,104.89,63.81
2013-09-06,105.28,64.8
2013-09-09,105.49,66.15
2013-09-10,105.3,66.1
2013-09-11,105.66,66.63
2013-09-12,105.54,66.2
2013-09-13,105.69,66.39
2013-09-16,105.91,67.05
2013-09-17,106.01,67.01
2013-09-18,106.9,69.28
2013-09-19,106.77,69.22
2013-09-20,106.77,68.09
2013-09-23,106.85,67.01
2013-09-24,107.1,66.5
2013-09-25,107.25,66.72
2013-09-26,107.23,67.13
2013-09-27,107.29,66.85
2013-09-30,107.2,66.14
2013-10-01,106.93,67.1
2013-10-02,107.07,67.2
2013-10-03,107.15,66.03
2013-10-04,107.06,65.9
2013-10-07,107.04,66.2
2013-10-08,106.99,65.48
2013-10-09,106.91,65.49
2013-10-10,107.03,67.16
2013-10-11,107.07,67.83
2013-10-14,106.87,67.87
2013-10-15,106.82,67.62
2013-10-16,107.28,68.89
2013-10-17,107.58,69.93
2013-10-18,107.76,69.86
2013-10-21,107.66,69.44
2013-10-22,108.04,70.08
2013-10-23,108.01,70.21
2013-10-24,107.97,70.19
2013-10-25,108.01,71.05
2013-10-28,107.96,70.54
2013-10-29,108.09,70.13
2013-10-30,107.89,69.54
2013-10-31,107.9,69.13
2013-11-01,107.45,69.49
2013-11-04,107.56,69.62
2013-11-05,107.24,68.48
2013-11-06,107.41,68.38
2013-11-07,107.49,67.53
2013-11-08,106.82,66.62
2013-11-11,106.76,66.69
2013-11-12,106.72,66.39
2013-11-13,107.0,66.82
2013-11-14,107.33,67.29
2013-11-15,107.36,67.54
2013-11-18,107.57,67.12
2013-11-19,107.28,66.65
2013-11-20,106.98,65.84
2013-11-21,107.09,66.35
2013-11-22,107.24,66.09
2013-11-25,107.32,65.78
2013-11-26,107.35,65.55
2013-11-27,107.4,66.11
2013-11-29,107.44,65.5
2013-12-02,106.83,65.12
2013-12-03,106.96,64.99
2013-12-04,106.68,65.23
2013-12-05,106.45,65.46
2013-12-06,106.63,65.93
2013-12-09,106.76,66.25
2013-12-10,106.93,66.08
2013-12-11,106.76,64.56
2013-12-12,106.6,64.2
2013-12-13,106.65,64.36
2013-12-16,106.73,64.58
2013-12-17,106.91,64.88
2013-12-18,106.86,66.03
2013-12-19,106.68,65.12
2013-12-20,106.86,65.52
2013-12-23,106.81,65.65
2013-12-24,106.66,64.7
2013-12-26,106.39,64.75
2013-12-27,106.43,64.89
2013-12-30,106.53,64.91
2013-12-31,106.43,64.56
2014-01-02,106.5,64.57
2014-01-03,106.54,64.93
2014-01-06,106.68,65.26
2014-01-07,106.73,65.55
2014-01-08,106.41,65.23
2014-01-09,106.56,65.23
2014-01-10,107.1,66.12
2014-01-13,107.2,65.68
2014-01-14,107.04,66.16
2014-01-15,106.95,66.66
2014-01-16,107.2,66.78
2014-01-17,107.25,66.39
2014-01-21,107.3,66.99
2014-01-22,107.07,67.28
2014-01-23,107.35,67.12
2014-01-24,107.58,66.28
2014-01-27,107.35,65.77
2014-01-28,107.53,66.32
2014-01-29,107.85,65.96
2014-01-30,107.87,66.96
2014-01-31,108.07,67.32
2014-02-03,108.23,66.25
2014-02-04,107.97,67.05
2014-02-05,107.7,66.91
2014-02-06,107.65,67.4
2014-02-07,107.82,67.91
2014-02-10,107.93,68.55
2014-02-11,107.72,68.82
2014-02-12,107.54,68.86
2014-02-13,107.77,69.12
2014-02-14,107.77,69.39
2014-02-18,107.84,69.73
2014-02-19,107.76,69.69
2014-02-20,107.7,69.54
2014-02-21,107.8,69.71
2014-02-24,107.7,69.88
2014-02-25,107.99,70.11
2014-02-26,108.22,70.27
2014-02-27,108.33,70.08
2014-02-28,108.27,70.73
2014-03-03,108.35,70.77
2014-03-04,107.95,71.79
2014-03-05,108.01,71.7
2014-03-06,107.77,71.1
2014-03-07,107.47,70.33
2014-03-10,107.47,69.96
2014-03-11,107.46,70.4
2014-03-12,107.7,70.61
2014-03-13,107.98,70.28
2014-03-14,107.93,70.46
2014-03-17,107.87,70.61
2014-03-18,108.0,70.82
2014-03-19,107.52,69.48
2014-03-20,107.44,69.6
2014-03-21,107.59,70.24
2014-03-24,107.75,69.78
2014-03-25,107.64,69.96
2014-03-26,107.98,69.17
2014-03-27,108.06,69.61
2014-03-28,107.9,70.03
2014-03-31,107.91,70.62
2014-04-01,107.54,70.94
2014-04-02,107.36,71.0
2014-04-03,107.44,70.85
2014-04-04,107.78,71.09
2014-04-07,107.94,71.32
2014-04-08,108.07,71.76
2014-04-09,108.08,71.58
2014-04-10,108.33,70.9
2014-04-11,108.43,70.47
2014-04-14,108.47,70.89
2014-04-15,108.48,71.73
2014-04-16,108.54,72.19
2014-04-17,108.19,71.77
2014-04-21,108.18,72.18
2014-04-22,108.16,72.34
2014-04-23,108.27,72.05
2014-04-24,108.37,72.35
2014-04-25,108.39,72.07
2014-04-28,108.32,72.63
2014-04-29,108.37,72.68
2014-04-30,108.59,72.94
2014-05-01,108.55,73.25
2014-05-02,108.68,73.23
2014-05-05,108.64,73.38
2014-05-06,108.72,73.12
2014-05-07,108.72,74.0
2014-05-08,108.79,74.17
2014-05-09,108.69,74.22
2014-05-12,108.6,74.45
2014-05-13,108.78,73.97
2014-05-14,109.09,74.0
2014-05-15,109.32,73.96
2014-05-16,109.2,74.64
2014-05-19,109.16,74.34
2014-05-20,109.21,74.11
2014-05-21,109.17,73.62
2014-05-22,109.12,73.49
2014-05-23,109.23,74.14
2014-05-27,109.33,74.67
2014-05-28,109.63,74.2
2014-05-29,109.57,74.35
2014-05-30,109.67,74.69
2014-06-02,109.13,74.92
2014-06-03,108.84,74.88
2014-06-04,108.8,75.03
2014-06-05,108.94,76.41
2014-06-06,108.88,76.09
2014-06-09,108.78,75.17
2014-06-10,108.62,74.61
2014-06-11,108.7,74.41
2014-06-12,108.91,74.22
2014-06-13,108.88,74.41
2014-06-16,108.82,74.03
2014-06-17,108.62,74.22
2014-06-18,108.91,74.74
2014-06-19,108.75,75.36
2014-06-20,108.94,75.62
2014-06-23,108.84,75.31
2014-06-24,109.03,74.67
2014-06-25,109.18,74.52
2014-06-26,109.39,74.45
2014-06-27,109.39,75.02
2014-06-30,109.4,74.84
2014-07-01,109.07,75.24
2014-07-02,108.69,75.06
2014-07-03,108.62,74.63
2014-07-07,108.65,74.85
2014-07-08,108.87,75.07
2014-07-09,108.96,75.19
2014-07-10,109.01,75.53
2014-07-11,109.16,75.54
2014-07-14,109.07,75.91
2014-07-15,108.93,75.96
2014-07-16,109.02,76.2
2014-07-17,109.34,75.81
2014-07-18,109.22,76.56
2014-07-21,109.26,76.28
2014-07-22,109.44,76.52
2014-07-23,109.46,76.66
2014-07-24,109.12,76.56
2014-07-25,109.33,76.03
2014-07-28,109.35,76.56
2014-07-29,109.46,76.19
2014-07-30,109.07,76.03
2014-07-31,108.93,74.9
2014-08-01,109.14,74.72
2014-08-04,109.12,75.24
2014-08-05,109.12,74.47
2014-08-06,109.13,74.44
2014-08-07,109.34,74.48
2014-08-08,109.38,74.92
2014-08-11,109.39,75.39
2014-08-12,109.34,75.27
2014-08-13,109.56,76.36
2014-08-14,109.62,76.31
2014-08-15,109.89,76.23
2014-08-18,109.66,76.98
2014-08-19,109.51,77.14
2014-08-20,109.39,77.49
2014-08-21,109.58,77.37
2014-08-22,109.56,76.75
2014-08-25,109.65,76.58
2014-08-26,109.66,76.73
2014-08-27,109.8,76.78
2014-08-28,110.02,76.77
2014-08-29,109.98,77.18
2014-09-02,109.45,77.19
2014-09-03,109.57,77.39
2014-09-04,109.43,77.1
2014-09-05,109.37,77.92
2014-09-08,109.26,77.84
2014-09-09,109.11,77.36
2014-09-10,108.96,76.14
2014-09-11,108.85,76.2
2014-09-12,108.63,73.86
2014-09-15,108.61,73.5
2014-09-16,108.61,74.22
2014-09-17,108.49,74.2
2014-09-18,108.5,73.55
2014-09-19,108.68,73.64
2014-09-22,108.83,73.06
2014-09-23,108.93,72.53
2014-09-24,108.86,71.67
2014-09-25,109.07,71.35
2014-09-26,109.06,72.31
2014-09-29,109.18,72.21
2014-09-30,109.11,71.85
2014-10-01,109.53,71.91
2014-10-02,109.35,71.79
2014-10-03,109.3,72.24
2014-10-06,109.4,72.43
2014-10-07,109.82,71.86
2014-10-08,110.13,73.42
2014-10-09,109.91,73.42
2014-10-10,109.99,73.49
2014-10-13,110.31,73.56
2014-10-14,110.56,74.75
2014-10-15,110.76,74.46
2014-10-16,110.67,74.58
2014-10-17,110.52,74.67
2014-10-20,110.65,75.81
2014-10-21,110.55,76.5
2014-10-22,110.49,76.52
2014-10-23,110.23,77.11
2014-10-24,110.27,77.05
2014-10-27,110.31,77.62
2014-10-28,110.14,77.96
2014-10-29,109.9,77.52
2014-10-30,110.08,78.01
2014-10-31,110.08,78.99
2014-11-03,109.68,79.68
2014-11-04,109.69,79.81
2014-11-05,109.73,79.64
2014-11-06,109.54,79.03
2014-11-07,109.91,78.93
2014-11-10,109.65,79.58
2014-11-11,109.7,79.27
2014-11-12,109.71,78.67
2014-11-13,109.76,79.1
2014-11-14,109.86,78.45
2014-11-17,109.73,78.8
2014-11-18,109.83,79.14
2014-11-19,109.57,78.43
2014-11-20,109.77,78.69
2014-11-21,109.9,79.18
2014-11-24,109.94,79.46
2014-11-25,110.18,79.6
2014-11-26,110.27,80.37
2014-11-28,110.61,80.57
2014-12-01,110.08,80.37
2014-12-02,109.86,80.87
2014-12-03,109.76,80.79
2014-12-04,110.09,81.0
2014-12-05,109.62,80.59
2014-12-08,109.89,81.1
2014-12-09,110.06,81.47
2014-12-10,110.25,81.39
2014-12-11,110.21,81.54
2014-12-12,110.56,80.83
2014-12-15,110.26,79.78
2014-12-16,110.53,79.67
2014-12-17,110.39,81.5
2014-12-18,110.1,82.07
2014-12-19,110.28,82.03
2014-12-22,110.45,82.28
2014-12-23,109.94,82.05
2014-12-24,109.69,81.71
2014-12-26,109.74,82.0
2014-12-29,109.97,82.45
2014-12-30,110.09,82.39
2014-12-31,110.12,81.0
2015-01-02,110.43,82.22
2015-01-05,110.67,82.67
2015-01-06,110.95,83.49
2015-01-07,110.93,84.77
2015-01-08,110.76,85.09
2015-01-09,111.03,85.13
2015-01-12,111.12,85.78
2015-01-13,111.15,85.65
2015-01-14,111.42,86.39
2015-01-15,111.93,86.59
2015-01-16,111.5,87.34
2015-01-20,111.69,86.65
2015-01-21,111.49,86.59
2015-01-22,111.43,88.13
2015-01-23,111.71,87.88
2015-01-26,111.66,88.62
2015-01-27,111.6,88.65
2015-01-28,112.07,88.06
2015-01-29,111.98,88.37
2015-01-30,112.38,86.55
2015-02-02,112.2,86.32
2015-02-03,111.77,87.07
2015-02-04,111.94,86.71
2015-02-05,111.71,87.75
2015-02-06,111.06,85.2
2015-02-09,111.04,84.6
2015-02-10,110.92,84.87
2015-02-11,110.87,84.62
2015-02-12,110.89,85.63
2015-02-13,110.76,85.06
2015-02-17,110.31,84.85
2015-02-18,110.62,85.64
2015-02-19,110.53,83.8
2015-02-20,110.55,84.61
2015-02-23,110.75,85.29
2015-02-24,111.24,83.61
2015-02-25,111.32,83.63
2015-02-26,110.92,82.72
2015-02-27,111.2,83.37
2015-03-02,110.45,83.85
2015-03-03,110.31,83.69
2015-03-04,110.37,82.89
2015-03-05,110.42,83.13
2015-03-06,109.7,80.37
2015-03-09,109.98,81.01
2015-03-10,110.24,80.95
2015-03-11,110.46,81.02
2015-03-12,110.55,82.43
2015-03-13,110.34,82.38
2015-03-16,110.58,83.23
2015-03-17,110.56,83.2
2015-03-18,111.37,84.94
2015-03-19,110.98,84.9
2015-03-20,111.32,87.03
2015-03-23,111.34,86.92
2015-03-24,111.64,86.18
2015-03-25,111.43,84.19
2015-03-26,111.03,83.75
2015-03-27,111.19,83.86
2015-03-30,111.24,85.06
2015-03-31,111.43,84.31
2015-04-01,111.58,84.19
2015-04-02,111.43,84.83
2015-04-06,111.5,85.71
2015-04-07,111.52,84.2
2015-04-08,111.53,84.33
2015-04-09,111.25,82.58
2015-04-10,111.25,82.52
2015-04-13,111.37,82.3
2015-04-14,111.49,82.59
2015-04-15,111.64,81.97
2015-04-16,111.58,82.18
2015-04-17,111.67,81.8
2015-04-20,111.59,81.92
2015-04-21,111.47,82.06
2015-04-22,111.14,82.23
2015-04-23,111.31,82.45
2015-04-24,111.5,82.62
2015-04-27,111.54,82.51
2015-04-28,111.11,82.35
2015-04-29,110.86,80.69
2015-04-30,110.86,79.38
2015-05-01,110.34,79.98
2015-05-04,110.13,80.06
2015-05-05,110.03,78.32
2015-05-06,109.66,78.17
2015-05-07,109.93,79.37
2015-05-08,110.29,80.48
2015-05-11,109.59,79.27
2015-05-12,109.58,79.51
2015-05-13,109.57,78.75
2015-05-14,109.74,80.27
2015-05-15,110.2,81.09
2015-05-18,109.78,80.88
2015-05-19,109.4,80.6
2015-05-20,109.57,80.53
2015-05-21,109.91,80.15
2015-05-22,109.79,80.05
2015-05-26,110.06,79.44
2015-05-27,110.17,80.22
2015-05-28,110.13,80.06
2015-05-29,110.17,79.14
2015-06-01,109.66,80.11
2015-06-02,109.23,79.37
2015-06-03,108.8,78.23
2015-06-04,109.03,78.08
2015-06-05,108.55,77.21
2015-06-08,108.71,77.07
2015-06-09,108.4,76.51
2015-06-10,108.13,77.05
2015-06-11,108.71,77.52
2015-06-12,108.58,77.45
2015-06-15,108.71,77.03
2015-06-16,108.89,77.65
2015-06-17,108.9,78.31
2015-06-18,108.87,79.39
2015-06-19,109.21,78.78
2015-06-22,108.67,77.97
2015-06-23,108.42,77.32
2015-06-24,108.59,76.9
2015-06-25,108.47,76.12
2015-06-26,108.21,75.9
2015-06-29,108.85,74.72
2015-06-30,108.78,74.69
2015-07-01,108.29,75.92
2015-07-02,108.44,76.11
2015-07-06,108.83,76.59
2015-07-07,108.98,77.79
2015-07-08,109.24,77.49
2015-07-09,108.84,77.12
2015-07-10,108.38,77.76
2015-07-13,108.22,77.87
2015-07-14,108.4,78.03
2015-07-15,108.69,78.16
2015-07-16,108.78,78.79
2015-07-17,108.79,78.51
2015-07-20,108.6,78.6
2015-07-21,108.78,78.38
2015-07-22,108.83,78.72
2015-07-23,109.14,77.74
2015-07-24,109.12,78.07
2015-07-27,109.26,78.21
2015-07-28,109.15,78.26
2015-07-29,109.06,78.77
2015-07-30,109.07,78.38
2015-07-31,109.5,79.0
2015-08-03,109.4,79.49
2015-08-04,109.08,78.91
2015-08-05,108.88,78.39
2015-08-06,109.01,78.5
2015-08-07,109.2,78.79
2015-08-10,109.06,78.54
2015-08-11,109.42,79.06
2015-08-12,109.35,79.31
2015-08-13,109.12,79.4
2015-08-14,109.07,79.83
2015-08-17,109.26,80.51
2015-08-18,109.06,80.73
2015-08-19,109.4,80.25
2015-08-20,109.57,79.66
2015-08-21,109.76,78.18
2015-08-24,109.72,74.52
2015-08-25,109.46,72.47
2015-08-26,108.95,74.43
2015-08-27,109.1,75.87
2015-08-28,109.0,75.76
2015-08-31,108.92,74.03
2015-09-01,109.02,72.62
2015-09-02,108.88,73.37
2015-09-03,109.04,73.57
2015-09-04,109.27,72.2
2015-09-08,109.01,73.29
2015-09-09,109.05,72.45
2015-09-10,108.93,72.61
2015-09-11,109.06,74.0
2015-09-14,109.09,74.04
2015-09-15,108.6,74.77
2015-09-16,108.51,75.57
2015-09-17,109.19,76.43
2015-09-18,109.28,76.3
2015-09-21,108.99,76.95
2015-09-22,109.25,75.98
2015-09-23,109.16,75.7
2015-09-24,109.3,74.99
2015-09-25,109.11,75.29
2015-09-28,109.37,74.12
2015-09-29,109.54,74.91
2015-09-30,109.58,75.54
2015-10-01,109.46,75.91
2015-10-02,109.79,76.46
2015-10-05,109.38,77.75
2015-10-06,109.65,77.57
2015-10-07,109.57,78.46
2015-10-08,109.42,79.12
2015-10-09,109.33,78.99
2015-10-12,109.61,79.55
2015-10-13,109.62,78.93
2015-10-14,110.03,78.34
2015-10-15,109.88,79.41
2015-10-16,109.77,80.01
2015-10-19,109.88,81.13
2015-10-20,109.66,81.1
2015-10-21,109.92,80.8
2015-10-22,109.94,81.51
2015-10-23,109.75,80.72
2015-10-26,109.8,80.7
2015-10-27,109.96,80.67
2015-10-28,109.63,80.74
2015-10-29,109.16,80.63
2015-10-30,109.45,79.89
2015-11-02,109.02,81.59
2015-11-03,108.82,80.77
2015-11-04,108.82,80.41
2015-11-05,108.77,80.73
2015-11-06,108.25,78.22
2015-11-09,108.18,76.88
2015-11-10,108.38,77.76
2015-11-11,108.24,77.85
2015-11-12,108.34,77.32
2015-11-13,108.55,76.44
2015-11-16,108.64,77.32
2015-11-17,108.72,77.32
2015-11-18,108.64,78.0
2015-11-19,108.69,78.24
2015-11-20,108.62,79.22
2015-11-23,108.65,79.39
2015-11-24,108.75,78.97
2015-11-25,108.8,79.29
2015-11-27,108.77,79.98
2015-11-30,108.81,79.39
2015-12-01,108.82,80.49
2015-12-02,108.69,78.85
2015-12-03,107.89,77.61
2015-12-04,108.24,79.09
2015-12-07,108.4,78.87
2015-12-08,108.44,78.8
2015-12-09,108.44,78.36
2015-12-10,108.42,77.8
2015-12-11,108.69,77.66
2015-12-14,108.18,78.02
2015-12-15,108.19,78.87
2015-12-16,108.0,80.41
2015-12-17,108.15,80.01
2015-12-18,108.38,79.08
2015-12-21,108.28,79.39
2015-12-22,108.2,79.71
2015-12-23,108.18,79.42
2015-12-24,108.01,79.42
2015-12-28,108.01,79.86
2015-12-29,107.74,80.71
2015-12-30,107.72,80.43
2015-12-31,108.01,79.73
2016-01-04,107.97,78.77
2016-01-05,108.02,80.29
2016-01-06,108.43,80.07
2016-01-07,108.42,78.51
2016-01-08,108.66,77.46
2016-01-11,108.35,77.9
2016-01-12,108.59,77.38
2016-01-13,108.84,76.27
2016-01-14,108.8,76.09
2016-01-15,108.93,75.57
2016-01-19,108.82,75.97
2016-01-20,108.91,73.93
2016-01-21,108.76,74.34
2016-01-22,108.84,76.41
2016-01-25,108.78,75.93
2016-01-26,108.92,77.52
2016-01-27,108.94,76.02
2016-01-28,109.03,75.44
2016-01-29,109.35,76.99
2016-02-01,108.99,77.12
2016-02-02,109.32,76.42
2016-02-03,109.31,76.93
2016-02-04,109.42,76.97
2016-02-05,109.32,75.51
2016-02-08,109.74,73.35
2016-02-09,109.73,72.0
2016-02-10,110.0,72.5
2016-02-11,110.07,71.47
2016-02-12,109.77,72.29
2016-02-16,109.5,73.62
2016-02-17,109.44,74.25
2016-02-18,109.77,75.0
2016-02-19,109.79,75.43
2016-02-22,109.82,76.15
2016-02-23,109.84,75.95
2016-02-24,109.88,75.86
2016-02-25,110.16,77.41
2016-02-26,109.96,77.01
2016-02-29,110.09,76.71
2016-03-01,109.54,78.87
2016-03-02,109.42,79.44
2016-03-03,109.55,79.86
2016-03-04,109.38,79.87
2016-03-07,109.35,80.08
2016-03-08,109.62,79.26
2016-03-09,109.57,79.7
2016-03-10,109.62,79.41
2016-03-11,109.42,81.19
2016-03-14,109.48,81.2
2016-03-15,109.38,81.24
2016-03-16,109.85,82.22
2016-03-17,110.08,83.38
2016-03-18,110.17,83.02
2016-03-21,109.93,81.36
2016-03-22,109.86,81.36
2016-03-23,110.1,80.92
2016-03-24,110.11,80.95
2016-03-28,110.19,81.68
2016-03-29,110.52,83.45
2016-03-30,110.48,83.29
2016-03-31,110.83,83.8
2016-04-01,110.51,83.69
2016-04-04,110.62,83.57
2016-04-05,110.77,83.02
2016-04-06,110.75,83.22
2016-04-07,110.99,82.7
2016-04-08,110.88,83.16
2016-04-11,110.96,82.99
2016-04-12,110.78,83.59
2016-04-13,110.83,83.22
2016-04-14,110.64,82.76
2016-04-15,110.95,83.38
2016-04-18,110.94,83.78
2016-04-19,110.93,83.82
2016-04-20,110.66,82.4
2016-04-21,110.51,80.93
2016-04-22,110.52,81.77
2016-04-25,110.4,82.49
2016-04-26,110.35,82.81
2016-04-27,110.68,82.76
2016-04-28,110.9,82.59
2016-04-29,110.89,81.83
2016-05-02,110.61,83.1
2016-05-03,110.81,83.23
2016-05-04,110.86,84.42
2016-05-05,111.14,84.66
2016-05-06,110.97,85.59
2016-05-09,111.04,86.53
2016-05-10,111.09,86.52
2016-05-11,111.09,84.67
2016-05-12,110.99,85.16
2016-05-13,111.2,84.4
2016-05-16,111.01,85.2
2016-05-17,110.86,83.62
2016-05-18,110.4,82.31
2016-05-19,110.47,81.39
2016-05-20,110.54,82.04
2016-05-23,110.52,82.05
2016-05-24,110.46,83.07
2016-05-25,110.48,83.07
2016-05-26,110.65,83.23
2016-05-27,110.63,83.68
2016-05-31,110.7,83.67
2016-06-01,110.42,83.74
2016-06-02,110.7,84.17
2016-06-03,111.3,84.51
2016-06-06,111.15,83.86
2016-06-07,111.25,84.37
2016-06-08,111.29,84.91
2016-06-09,111.37,85.1
2016-06-10,111.52,84.7
2016-06-13,111.61,84.72
2016-06-14,111.56,84.5
2016-06-15,111.8,85.3
2016-06-16,111.87,85.78
2016-06-17,111.79,85.64
2016-06-20,111.48,85.76
2016-06-21,111.4,85.32
2016-06-22,111.47,85.19
2016-06-23,111.28,85.62
2016-06-24,111.86,84.87
2016-06-27,112.33,84.92
2016-06-28,112.47,86.71
2016-06-29,112.39,87.76
2016-06-30,112.62,88.67
2016-07-01,112.65,88.7
2016-07-05,112.95,89.68
2016-07-06,113.16,89.29
2016-07-07,113.08,88.37
2016-07-08,113.25,89.8
2016-07-11,112.95,90.4
2016-07-12,112.61,90.39
2016-07-13,112.77,90.89
2016-07-14,112.67,90.08
